iteration,global_step,mean_return,mean_length,completed_episodes,policy_loss,value_loss,entropy,approx_kl,explained_variance,ep_pursuit,ep_damage,ep_shaping,ep_terminal,elapsed_sec,win,loss,draw,raw_win_rate,ema_mean,ema_min,pool_size,opp_added,altitude_term,ema_bt,bt_win_rate,bt_games,update_epochs,critic_epochs,update_early_stop
1,1200,-21.3449,304.0,2,-0.03226,3.11991,11.4037,0.05429,0.0450,0.0000,-0.0150,-1.3299,-20.0000,14.71,0,2,0,0.0000,0.5000,0.5000,3,0,2,0.4500,0.0000,2,2,5,1
2,2400,-21.0237,386.0,2,-0.08757,1.68750,10.9810,0.05102,0.3045,0.0000,-0.0312,-0.9925,-20.0000,14.47,0,2,0,0.0000,0.5000,0.5000,4,0,2,0.4050,0.0000,2,4,5,1
