Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg),Health
0.0,128.181881,37.923871,7000.208097600001,0.0,-0.08,0.0,1.0
0.1,128.181881,37.924141,7000.2522936,0.0,-0.201,0.0,1.0
0.2,128.181881,37.924411,7000.261437600001,0.0,-0.316,0.0,1.0
0.3,128.181881,37.924682,7000.2340056,0.001,-0.422,0.0,1.0
0.4,128.181881,37.924952,7000.168473600001,0.001,-0.521,0.0,1.0
0.5,128.181881,37.925224,7000.0636224,0.002,-0.615,0.0,1.0
0.6,128.181881,37.925495,6999.9188424,0.004,-0.705,0.0,1.0
0.7,128.181881,37.925767,6999.7332192,0.005,-0.792,0.0,1.0
0.8,128.181881,37.92604,6999.5070576,0.007,-0.876,0.001,1.0
0.9,128.181881,37.926312,6999.239748,0.008,-0.959,0.001,1.0
1.0,128.181881,37.926585,6998.9306808,0.01,-1.041,0.001,1.0
1.1,128.181881,37.926858,6998.580465600001,0.012,-1.121,0.001,1.0
1.2,128.181881,37.927132,6998.188797600001,0.014,-1.201,0.002,1.0
1.3,128.181881,37.927406,6997.7556768,0.016,-1.28,0.002,1.0
1.4,128.181881,37.92768,6997.2807984,0.018,-1.359,0.002,1.0
1.5,128.181881,37.927955,6996.7644672,0.021,-1.436,0.003,1.0
1.6,128.181881,37.92823,6996.206988000001,0.023,-1.514,0.003,1.0
1.7,128.181881,37.928505,6995.607751200001,0.026,-1.591,0.003,1.0
1.8,128.181881,37.928781,6994.9673664,0.028,-1.667,0.004,1.0
1.9,128.181881,37.929057,6994.285833600001,0.031,-1.743,0.004,1.0
2.0,128.181881,37.929334,6993.562848,0.034,-1.819,0.004,1.0
2.1,128.181881,37.92961,6992.798714400001,0.037,-1.894,0.005,1.0
2.2,128.181882,37.929888,6991.993432800001,0.04,-1.969,0.005,1.0
2.3,128.181882,37.930165,6991.1473080000005,0.043,-2.043,0.005,1.0
2.4,128.181882,37.930443,6990.26034,0.046,-2.117,0.006,1.0
2.5,128.181882,37.930721,6989.332528800001,0.049,-2.191,0.006,1.0
2.6,128.181882,37.931,6988.363874400001,0.052,-2.264,0.006,1.0
2.7,128.181882,37.931279,6987.354681600001,0.055,-2.337,0.007,1.0
2.8,128.181882,37.931559,6986.3046456,0.059,-2.409,0.007,1.0
2.9,128.181882,37.931839,6985.214376,0.062,-2.481,0.008,1.0
3.0,128.181882,37.932119,6984.083568,0.066,-2.553,0.008,1.0
3.1,128.181882,37.932399,6982.9125264,0.069,-2.624,0.008,1.0
3.2,128.181882,37.93268,6981.7009464,0.073,-2.696,0.009,1.0
3.3,128.181883,37.932962,6980.449742400001,0.076,-2.767,0.009,1.0
3.4,128.181883,37.933244,6979.158,0.08,-2.839,0.01,1.0
3.5,128.181883,37.933526,6977.826633600001,0.084,-2.91,0.01,1.0
3.6,128.181883,37.933809,6976.4547288,0.088,-2.981,0.01,1.0
3.7,128.181883,37.934092,6975.0432,0.092,-3.052,0.011,1.0
3.8,128.181883,37.934375,6973.591742400001,0.096,-3.123,0.011,1.0
3.9,128.181883,37.934659,6972.100051200001,0.1,-3.194,0.012,1.0
4.0,128.181883,37.934943,6970.568736,0.104,-3.264,0.012,1.0
4.1,128.181883,37.935228,6968.997187200001,0.108,-3.334,0.013,1.0
4.2,128.181884,37.935513,6967.3857096,0.112,-3.404,0.013,1.0
4.3,128.181884,37.935799,6965.734608,0.116,-3.474,0.014,1.0
4.4,128.181884,37.936085,6964.0432728000005,0.12,-3.543,0.014,1.0
4.5,128.181884,37.936371,6962.3123136,0.125,-3.612,0.014,1.0
4.6,128.181884,37.936658,6960.5414256,0.129,-3.681,0.015,1.0
4.7,128.181884,37.936946,6958.7309136,0.133,-3.75,0.015,1.0
