Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg),Health
0.0,128.181881,37.968239,7002.7287936,0.0,-0.077,180.0,1.0
0.1,128.181881,37.967969,7002.577917600001,0.0,-0.171,180.0,1.0
0.2,128.181881,37.967699,7002.395342400001,0.0,-0.204,180.0,1.0
0.3,128.181881,37.967429,7002.182592000001,0.0,-0.202,180.0,1.0
0.4,128.181881,37.967159,7001.9424096,0.001,-0.196,180.0,1.0
0.5,128.181881,37.966889,7001.6772336,0.002,-0.194,180.0,1.0
0.6,128.181881,37.966619,7001.3891976,0.003,-0.193,180.0,1.0
0.7,128.181881,37.966349,7001.0804352000005,0.004,-0.192,180.001,1.0
0.8,128.181881,37.966078,7000.7527752,0.006,-0.19,180.001,1.0
0.9,128.181881,37.965807,7000.408046400001,0.008,-0.186,180.0,1.0
1.0,128.181881,37.965537,7000.0477728000005,0.009,-0.182,180.001,1.0
1.1,128.181881,37.965266,6999.673783200001,0.011,-0.176,180.001,1.0
1.2,128.181881,37.964995,6999.287296800001,0.013,-0.17,180.002,1.0
1.3,128.18188,37.964724,6998.889532800001,0.016,-0.163,180.003,1.0
1.4,128.18188,37.964453,6998.482015200001,0.02,-0.155,180.005,1.0
1.5,128.18188,37.964181,6998.065963200001,0.024,-0.146,180.007,1.0
1.6,128.18188,37.96391,6997.642596000001,0.03,-0.137,180.01,1.0
1.7,128.18188,37.963638,6997.212828000001,0.039,-0.128,180.013,1.0
1.8,128.18188,37.963366,6996.7775736,0.051,-0.119,180.016,1.0
1.9,128.18188,37.963095,6996.337747200001,0.069,-0.109,180.021,1.0
2.0,128.18188,37.962822,6995.8939584,0.092,-0.101,180.026,1.0
2.1,128.18188,37.96255,6995.4471216,0.121,-0.099,180.031,1.0
2.2,128.18188,37.962278,6994.997236800001,0.153,-0.1,180.036,1.0
2.3,128.18188,37.962005,6994.544913600001,0.188,-0.101,180.042,1.0
2.4,128.18188,37.961733,6994.089847200001,0.225,-0.101,180.047,1.0
2.5,128.18188,37.96146,6993.632647200001,0.268,-0.101,180.053,1.0
2.6,128.18188,37.961187,6993.1733136,0.319,-0.099,180.06,1.0
2.7,128.181879,37.960914,6992.712456000001,0.376,-0.098,180.067,1.0
2.8,128.181879,37.96064,6992.250074400001,0.432,-0.097,180.074,1.0
2.9,128.181879,37.960367,6991.7864736,0.488,-0.1,180.08,1.0
3.0,128.181879,37.960093,6991.3213488,0.546,-0.108,180.086,1.0
3.1,128.181879,37.95982,6990.854700000001,0.609,-0.121,180.093,1.0
3.2,128.181879,37.959546,6990.3856128,0.678,-0.138,180.099,1.0
3.3,128.181878,37.959271,6989.9134776,0.756,-0.159,180.105,1.0
3.4,128.181878,37.958997,6989.4376848,0.844,-0.183,180.112,1.0
3.5,128.181878,37.958722,6988.957015200001,0.949,-0.211,180.119,1.0
3.6,128.181877,37.958448,6988.470554400001,1.076,-0.243,180.126,1.0
3.7,128.181877,37.958173,6987.977388000001,1.216,-0.277,180.134,1.0
3.8,128.181877,37.957898,6987.476906400001,1.355,-0.311,180.14,1.0
3.9,128.181876,37.957622,6986.9678904,1.513,-0.349,180.148,1.0
4.0,128.181876,37.957347,6986.4491208,1.681,-0.388,180.155,1.0
4.1,128.181875,37.957071,6985.919683200001,1.866,-0.43,180.162,1.0
4.2,128.181875,37.956795,6985.3783584,2.079,-0.475,180.17,1.0
4.3,128.181874,37.956519,6984.8233176,2.322,-0.524,180.178,1.0
4.4,128.181874,37.956242,6984.252732000001,2.616,-0.578,180.187,1.0
4.5,128.181873,37.955965,6983.66904,2.876,-0.638,180.193,1.0
4.6,128.181872,37.955689,6983.0698032,3.073,-0.707,180.201,1.0
4.7,128.181872,37.955411,6982.44984,3.33,-0.788,180.213,1.0
4.8,128.181871,37.955134,6981.806712,3.662,-0.876,180.227,1.0
4.9,128.18187,37.954856,6981.1373712,4.073,-0.97,180.24,1.0
5.0,128.181869,37.954578,6980.439074400001,4.575,-1.072,180.254,1.0
5.1,128.181868,37.9543,6979.7087736,5.167,-1.181,180.267,1.0
5.2,128.181867,37.954022,6978.9428112000005,5.866,-1.297,180.281,1.0
5.3,128.181865,37.953743,6978.140882400001,6.608,-1.418,180.29,1.0
5.4,128.181864,37.953464,6977.314569600001,6.885,-1.529,180.291,1.0
5.5,128.181863,37.953185,6976.4562528,6.889,-1.63,180.31,1.0
5.6,128.181861,37.952906,6975.5616648000005,6.799,-1.722,180.339,1.0
5.7,128.18186,37.952626,6974.628976800001,6.658,-1.808,180.368,1.0
5.8,128.181858,37.952346,6973.6584936,6.455,-1.889,180.398,1.0
5.9,128.181856,37.952066,6972.650824800001,6.16,-1.967,180.426,1.0
6.0,128.181854,37.951786,6971.6071896,5.734,-2.041,180.454,1.0
6.1,128.181852,37.951505,6970.5294168,5.121,-2.112,180.482,1.0
6.2,128.18185,37.951225,6969.41964,4.266,-2.179,180.509,1.0
6.3,128.181848,37.950943,6968.2769448,3.22,-2.243,180.54,1.0
6.4,128.181846,37.950662,6967.0991976000005,2.07,-2.306,180.573,1.0
6.5,128.181843,37.950381,6965.8860936,0.866,-2.367,180.608,1.0
6.6,128.181841,37.950099,6964.6364136,-0.358,-2.427,180.644,1.0
6.7,128.181839,37.949817,6963.3504624,-1.592,-2.486,180.68,1.0
6.8,128.181836,37.949535,6962.009037600001,-1.384,-2.547,180.773,1.0
6.9,128.181834,37.949252,6960.5764776000005,0.938,-2.628,180.848,1.0
7.0,128.181831,37.94897,6959.0600976000005,3.766,-2.732,180.876,1.0
7.1,128.181829,37.948686,6957.4839768,6.394,-2.849,180.919,1.0
7.2,128.181826,37.948403,6955.830436800001,9.724,-2.981,180.988,1.0
7.3,128.181823,37.948119,6954.0885048,14.102,-3.132,181.055,1.0
7.4,128.18182,37.947835,6952.244769600001,19.803,-3.308,181.111,1.0
7.5,128.181818,37.94755,6950.285515200001,27.163,-3.516,181.147,1.0
7.6,128.181815,37.947265,6948.2031216000005,36.367,-3.754,181.145,1.0
7.7,128.181812,37.94698,6946.001856000001,47.125,-4.007,181.086,1.0
7.8,128.18181,37.946694,6943.686900000001,59.142,-4.254,180.971,1.0
7.9,128.181808,37.946408,6941.262216,72.199,-4.478,180.806,1.0
8.0,128.181806,37.946121,6938.7335952,86.118,-4.643,180.739,1.0
8.1,128.181804,37.945834,6936.1077432,100.658,-4.805,181.419,1.0
8.2,128.1818,37.945547,6933.3672864,114.214,-5.273,182.819,1.0
8.3,128.181794,37.945259,6930.435110400001,124.261,-6.435,184.934,1.0
8.4,128.181785,37.944972,6927.208497600001,130.383,-7.871,186.774,1.0
8.5,128.181771,37.944686,6923.6270976000005,134.471,-9.243,188.021,1.0
8.6,128.181754,37.9444,6919.644276,137.336,-10.485,188.934,1.0
8.7,128.181733,37.944115,6915.228028800001,138.866,-11.638,189.659,1.0
8.8,128.181708,37.943831,6910.3689072,139.76,-12.719,190.288,1.0
8.9,128.181679,37.943548,6905.0586816,140.42,-13.707,190.906,1.0
9.0,128.181647,37.943266,6899.289732,140.81,-14.624,191.529,1.0
9.1,128.181612,37.942985,6893.0590104,140.86,-15.515,192.139,1.0
9.2,128.181573,37.942705,6886.3656024,140.604,-16.386,192.749,1.0
9.3,128.18153,37.942427,6879.211641600001,140.096,-17.239,193.367,1.0
9.4,128.181484,37.94215,6871.600785600001,139.408,-18.074,193.996,1.0
9.5,128.181435,37.941874,6863.538216,138.605,-18.89,194.637,1.0
9.6,128.181382,37.941601,6855.030028800001,137.742,-19.688,195.293,1.0
9.7,128.181325,37.941328,6846.082624800001,136.861,-20.468,195.965,1.0
9.8,128.181265,37.941058,6836.7021,135.988,-21.233,196.653,1.0
9.9,128.181201,37.940789,6826.895464800001,135.143,-21.984,197.356,1.0
10.0,128.181134,37.940522,6816.668205600001,134.333,-22.721,198.075,1.0
10.1,128.181063,37.940257,6806.026723200001,133.56,-23.448,198.809,1.0
10.2,128.180989,37.939994,6794.9761992,132.822,-24.164,199.558,1.0
10.3,128.180911,37.939733,6783.522729599999,132.114,-24.871,200.32,1.0
10.4,128.180829,37.939474,6771.6705816,131.433,-25.569,201.096,1.0
10.5,128.180744,37.939217,6759.425851200001,130.772,-26.259,201.886,1.0
10.6,128.180655,37.938963,6746.792805600001,130.129,-26.942,202.688,1.0
10.7,128.180562,37.93871,6733.7769312,129.501,-27.618,203.504,1.0
10.8,128.180466,37.93846,6720.3824952,128.887,-28.287,204.332,1.0
10.9,128.180367,37.938213,6706.614374400001,128.285,-28.949,205.173,1.0
11.0,128.180264,37.937968,6692.477140800001,127.693,-29.605,206.026,1.0
11.1,128.180157,37.937725,6677.9756712,127.111,-30.255,206.892,1.0
11.2,128.180047,37.937485,6663.113928000001,126.537,-30.898,207.771,1.0
11.3,128.179933,37.937248,6647.897092800001,125.966,-31.536,208.663,1.0
11.4,128.179816,37.937014,6632.329128,125.399,-32.168,209.568,1.0
11.5,128.179695,37.936782,6616.4143008,124.831,-32.793,210.486,1.0
11.6,128.179571,37.936554,6600.157183200001,124.26,-33.413,211.418,1.0
11.7,128.179443,37.936328,6583.562042400001,123.684,-34.026,212.364,1.0
11.8,128.179312,37.936105,6566.633450400001,123.101,-34.633,213.325,1.0
11.9,128.179178,37.935886,6549.375979200001,122.507,-35.233,214.3,1.0
12.0,128.17904,37.935669,6531.793896,121.903,-35.826,215.29,1.0
12.1,128.178899,37.935456,6513.891468000001,121.285,-36.411,216.296,1.0
12.2,128.178755,37.935246,6495.6738768000005,120.654,-36.989,217.318,1.0
12.3,128.178608,37.93504,6477.1456944,120.009,-37.559,218.355,1.0
12.4,128.178457,37.934837,6458.311188000001,119.347,-38.12,219.41,1.0
12.5,128.178303,37.934637,6439.175844,118.668,-38.672,220.482,1.0
12.6,128.178146,37.934441,6419.7442344,117.972,-39.215,221.571,1.0
12.7,128.177986,37.934249,6400.0215408,117.256,-39.749,222.677,1.0
12.8,128.177823,37.93406,6380.01264,116.52,-40.272,223.802,1.0
12.9,128.177657,37.933876,6359.7230184,115.764,-40.784,224.946,1.0
13.0,128.177488,37.933695,6339.1578576,114.988,-41.286,226.108,1.0
13.1,128.177315,37.933517,6318.3229488,114.19,-41.775,227.289,1.0
13.2,128.177141,37.933344,6297.223473600001,113.371,-42.253,228.489,1.0
13.3,128.176963,37.933175,6275.8652232,112.53,-42.718,229.709,1.0
13.4,128.176782,37.93301,6254.2539888,111.667,-43.17,230.948,1.0
13.5,128.176599,37.932849,6232.3958664,110.782,-43.608,232.207,1.0
13.6,128.176413,37.932692,6210.296342400001,109.875,-44.032,233.485,1.0
13.7,128.176224,37.932539,6187.9621224,108.944,-44.441,234.783,1.0
13.8,128.176033,37.932391,6165.3993024,107.992,-44.835,236.101,1.0
13.9,128.175839,37.932247,6142.613978400001,107.017,-45.213,237.438,1.0
14.0,128.175643,37.932108,6119.6131608000005,106.019,-45.575,238.794,1.0
14.1,128.175444,37.931973,6096.403250400001,105.0,-45.92,240.169,1.0
14.2,128.175243,37.931842,6072.9909528,103.959,-46.248,241.563,1.0
14.3,128.17504,37.931716,6049.382973600001,102.898,-46.557,242.975,1.0
14.4,128.174834,37.931595,6025.586932800001,101.816,-46.848,244.404,1.0
14.5,128.174626,37.931478,6001.6092312,100.714,-47.12,245.85,1.0
14.6,128.174416,37.931367,5977.4574888,99.592,-47.373,247.313,1.0
14.7,128.174204,37.931259,5953.1393256,98.452,-47.606,248.79,1.0
14.8,128.173989,37.931157,5928.661752000001,97.294,-47.818,250.283,1.0
14.9,128.173773,37.93106,5904.0326928,96.121,-48.01,251.788,1.0
15.0,128.173555,37.930968,5879.260072800001,94.932,-48.18,253.307,1.0
15.1,128.173335,37.93088,5854.351207199999,93.73,-48.328,254.836,1.0
15.2,128.173113,37.930798,5829.3146304,92.516,-48.455,256.376,1.0
15.3,128.172889,37.93072,5804.1582672,91.291,-48.559,257.924,1.0
15.4,128.172664,37.930648,5778.890347200001,90.056,-48.641,259.48,1.0
15.5,128.172437,37.930581,5753.5194048,88.813,-48.7,261.042,1.0
15.6,128.172209,37.930519,5728.053364800001,87.564,-48.736,262.608,1.0
15.7,128.171979,37.930462,5702.5013712,86.309,-48.749,264.178,1.0
15.8,128.171747,37.930411,5676.8716536,85.052,-48.739,265.749,1.0
