Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg),Health
0.0,128.181881,37.968239,7002.7287936,0.0,-0.077,180.0,1.0
0.1,128.181881,37.967969,7002.577917600001,0.0,-0.171,180.0,1.0
0.2,128.181881,37.967699,7002.395342400001,0.0,-0.204,180.0,1.0
0.3,128.181881,37.967429,7002.182592000001,0.0,-0.2,180.0,1.0
0.4,128.181881,37.967159,7001.9424096,0.001,-0.192,180.0,1.0
0.5,128.181881,37.966889,7001.6778432,0.002,-0.188,180.0,1.0
0.6,128.181881,37.966619,7001.3904168,0.003,-0.185,180.001,1.0
0.7,128.181881,37.966349,7001.0828736,0.004,-0.18,180.001,1.0
0.8,128.181881,37.966078,7000.756737600001,0.006,-0.173,180.001,1.0
0.9,128.181881,37.965807,7000.414447200001,0.007,-0.165,180.002,1.0
1.0,128.181881,37.965537,7000.0572216,0.009,-0.157,180.002,1.0
1.1,128.181881,37.965266,6999.6871944,0.011,-0.148,180.002,1.0
1.2,128.181881,37.964995,6999.3055848,0.012,-0.139,180.001,1.0
1.3,128.18188,37.964724,6998.9139168,0.014,-0.129,180.001,1.0
1.4,128.18188,37.964453,6998.513714400001,0.017,-0.119,180.0,1.0
1.5,128.18188,37.964181,6998.1058920000005,0.019,-0.11,180.0,1.0
1.6,128.18188,37.96391,6997.691973600001,0.021,-0.099,179.999,1.0
1.7,128.18188,37.963638,6997.272873600001,0.024,-0.089,179.998,1.0
1.8,128.18188,37.963366,6996.849506400001,0.027,-0.08,179.998,1.0
1.9,128.18188,37.963095,6996.4224816000005,0.03,-0.072,179.997,1.0
2.0,128.18188,37.962823,6995.9930184,0.032,-0.067,179.996,1.0
2.1,128.18188,37.96255,6995.5614216,0.032,-0.068,179.994,1.0
2.2,128.18188,37.962278,6995.127996,0.027,-0.071,179.992,1.0
2.3,128.18188,37.962006,6994.693046400001,0.012,-0.073,179.988,1.0
2.4,128.18188,37.961733,6994.256877600001,-0.011,-0.072,179.983,1.0
2.5,128.18188,37.96146,6993.8200992,-0.045,-0.069,179.978,1.0
2.6,128.18188,37.961187,6993.3833208,-0.092,-0.064,179.971,1.0
2.7,128.18188,37.960914,6992.946847200001,-0.152,-0.057,179.964,1.0
2.8,128.18188,37.960641,6992.5115928000005,-0.231,-0.047,179.955,1.0
2.9,128.18188,37.960367,6992.078472,-0.333,-0.036,179.945,1.0
3.0,128.18188,37.960094,6991.6477896,-0.458,-0.022,179.934,1.0
3.1,128.181879,37.95982,6991.221069600001,-0.608,-0.007,179.922,1.0
3.2,128.181879,37.959546,6990.7992264,-0.792,0.008,179.908,1.0
3.3,128.181879,37.959272,6990.383174400001,-1.017,0.027,179.892,1.0
3.4,128.18188,37.958998,6989.974132800001,-1.289,0.05,179.875,1.0
3.5,128.18188,37.958723,6989.5727112,-1.605,0.076,179.856,1.0
3.6,128.18188,37.958449,6989.1810432,-1.968,0.107,179.835,1.0
3.7,128.18188,37.958174,6988.800348,-2.396,0.141,179.811,1.0
3.8,128.18188,37.957899,6988.4315400000005,-2.882,0.177,179.785,1.0
3.9,128.18188,37.957624,6988.075838400001,-3.414,0.215,179.758,1.0
4.0,128.181881,37.957349,6987.7344624,-3.991,0.256,179.728,1.0
4.1,128.181881,37.957073,6987.4077168,-4.593,0.3,179.698,1.0
4.2,128.181882,37.956797,6987.098344800001,-5.245,0.349,179.664,1.0
4.3,128.181882,37.956522,6986.806346400001,-5.926,0.405,179.628,1.0
4.4,128.181883,37.956246,6986.533245600001,-6.629,0.465,179.59,1.0
4.5,128.181884,37.955969,6986.279956800001,-7.336,0.529,179.55,1.0
4.6,128.181886,37.955693,6986.0476992,-8.044,0.594,179.508,1.0
4.7,128.181887,37.955416,6985.838301600001,-8.753,0.662,179.464,1.0
4.8,128.181889,37.95514,6985.6520688,-9.457,0.732,179.419,1.0
4.9,128.181891,37.954863,6985.490220000001,-10.151,0.806,179.371,1.0
5.0,128.181893,37.954586,6985.354584000001,-10.835,0.881,179.321,1.0
5.1,128.181895,37.954308,6985.245160800001,-11.497,0.962,179.269,1.0
5.2,128.181898,37.954031,6985.1631696,-12.121,1.047,179.215,1.0
5.3,128.181901,37.953753,6985.1098296,-12.706,1.136,179.159,1.0
5.4,128.181904,37.953475,6985.086969600001,-13.269,1.228,179.1,1.0
5.5,128.181908,37.953197,6985.095504,-13.799,1.324,179.04,1.0
5.6,128.181912,37.952919,6985.136652000001,-14.289,1.426,178.977,1.0
5.7,128.181917,37.95264,6985.2116328,-14.736,1.537,178.912,1.0
5.8,128.181921,37.952362,6985.320751200001,-15.087,1.662,178.846,1.0
5.9,128.181927,37.952083,6985.465836,-15.321,1.801,178.782,1.0
6.0,128.181932,37.951804,6985.65024,-15.466,1.951,178.718,1.0
6.1,128.181939,37.951525,6985.8779256,-15.558,2.109,178.654,1.0
6.2,128.181945,37.951246,6986.153160000001,-15.627,2.28,178.592,1.0
6.3,128.181952,37.950967,6986.478991200001,-15.691,2.454,178.534,1.0
6.4,128.18196,37.950687,6986.8581624,-15.733,2.632,178.482,1.0
6.5,128.181968,37.950408,6987.2925024,-15.707,2.824,178.436,1.0
6.6,128.181976,37.950128,6987.7841448,-15.565,3.038,178.394,1.0
6.7,128.181985,37.949848,6988.3361376,-15.27,3.276,178.355,1.0
6.8,128.181995,37.949568,6988.951528800001,-14.753,3.535,178.314,1.0
6.9,128.182004,37.949288,6989.633976,-13.951,3.815,178.271,1.0
7.0,128.182015,37.949008,6990.3871368,-12.768,4.118,178.23,1.0
7.1,128.182025,37.948727,6991.215888000001,-11.114,4.455,178.193,1.0
7.2,128.182036,37.948447,6992.1327264,-9.065,4.847,178.159,1.0
7.3,128.182048,37.948166,6993.1553304,-6.799,5.317,178.13,1.0
7.4,128.182059,37.947886,6994.3056456,-4.514,5.888,178.113,1.0
7.5,128.182071,37.947605,6995.608665600001,-2.336,6.583,178.116,1.0
7.6,128.182083,37.947324,6997.0915176,-0.346,7.431,178.148,1.0
7.7,128.182095,37.947044,6998.785291200001,1.478,8.461,178.221,1.0
7.8,128.182107,37.946764,7000.7280864,3.131,9.712,178.346,1.0
7.9,128.182119,37.946484,7002.9640992,4.571,11.123,178.527,1.0
8.0,128.18213,37.946205,7005.5265528,5.777,12.282,178.728,1.0
8.1,128.182141,37.945926,7008.437088000001,6.733,13.214,178.931,1.0
8.2,128.182151,37.945648,7011.7039343999995,7.5,14.015,179.136,1.0
8.3,128.18216,37.94537,7015.328006400001,8.149,14.754,179.343,1.0
8.4,128.182169,37.945093,7019.3086944,8.75,15.467,179.556,1.0
8.5,128.182177,37.944817,7023.6438648,9.338,16.171,179.775,1.0
8.6,128.182184,37.944542,7028.3316888,9.931,16.871,180.003,1.0
8.7,128.18219,37.944268,7033.3700328,10.534,17.569,180.24,1.0
8.8,128.182195,37.943995,7038.757068,11.144,18.266,180.486,1.0
8.9,128.182199,37.943723,7044.491270400001,11.759,18.963,180.742,1.0
9.0,128.182203,37.943452,7050.569896800001,12.375,19.66,181.007,1.0
9.1,128.182205,37.943182,7056.9911184,12.991,20.358,181.283,1.0
9.2,128.182206,37.942913,7063.752496800001,13.607,21.055,181.569,1.0
9.3,128.182206,37.942646,7070.8515936,14.222,21.753,181.866,1.0
9.4,128.182204,37.942379,7078.285665600001,14.837,22.451,182.173,1.0
9.5,128.182201,37.942114,7086.052579200001,15.451,23.149,182.492,1.0
9.6,128.182197,37.94185,7094.1492864,16.066,23.846,182.822,1.0
9.7,128.182192,37.941588,7102.5727392,16.682,24.544,183.163,1.0
9.8,128.182185,37.941327,7111.320804,17.302,25.242,183.517,1.0
9.9,128.182177,37.941067,7120.3895184,17.925,25.939,183.883,1.0
10.0,128.182167,37.940809,7129.7767488,18.552,26.636,184.262,1.0
10.1,128.182156,37.940553,7139.478532800001,19.183,27.332,184.653,1.0
10.2,128.182143,37.940298,7149.492432,19.82,28.028,185.058,1.0
10.3,128.182129,37.940044,7159.814484,20.462,28.724,185.477,1.0
10.4,128.182113,37.939793,7170.4419456000005,21.11,29.419,185.91,1.0
10.5,128.182096,37.939543,7181.3708544,21.766,30.113,186.358,1.0
10.6,128.182076,37.939295,7192.5975528,22.429,30.806,186.821,1.0
10.7,128.182055,37.939048,7204.118992800001,23.101,31.498,187.3,1.0
10.8,128.182032,37.938804,7215.931212,23.781,32.188,187.794,1.0
10.9,128.182008,37.938561,7228.0299432,24.471,32.875,188.305,1.0
11.0,128.181982,37.938321,7240.411528800001,25.171,33.559,188.832,1.0
11.1,128.181953,37.938082,7253.072006400001,25.883,34.242,189.377,1.0
11.2,128.181923,37.937846,7266.0064992,26.607,34.922,189.94,1.0
11.3,128.181891,37.937611,7279.2110448,27.345,35.6,190.521,1.0
11.4,128.181858,37.937379,7292.6816808,28.095,36.275,191.123,1.0
11.5,128.181822,37.937149,7306.4135304,28.861,36.948,191.745,1.0
11.6,128.181784,37.93692,7320.4020216,29.642,37.618,192.388,1.0
11.7,128.181744,37.936695,7334.642887200001,30.439,38.285,193.054,1.0
11.8,128.181702,37.936471,7349.130945600001,31.253,38.949,193.742,1.0
11.9,128.181659,37.93625,7363.8622344,32.086,39.609,194.454,1.0
12.0,128.181613,37.936031,7378.8312672,32.937,40.265,195.191,1.0
12.1,128.181565,37.935815,7394.0337768,33.808,40.917,195.953,1.0
12.2,128.181515,37.935601,7409.4642768,34.699,41.564,196.743,1.0
12.3,128.181462,37.935389,7425.118195200001,35.612,42.207,197.559,1.0
12.4,128.181408,37.93518,7440.9900456000005,36.548,42.844,198.405,1.0
12.5,128.181352,37.934974,7457.075256000001,37.507,43.475,199.281,1.0
12.6,128.181293,37.93477,7473.36834,38.492,44.104,200.191,1.0
12.7,128.181232,37.934569,7489.863811200001,39.504,44.731,201.138,1.0
12.8,128.181169,37.934371,7506.556488000001,40.544,45.355,202.125,1.0
12.9,128.181104,37.934175,7523.4414936,41.613,45.974,203.151,1.0
13.0,128.181036,37.933982,7540.513036800001,42.711,46.588,204.219,1.0
13.1,128.180967,37.933792,7557.765936000001,43.84,47.196,205.329,1.0
13.2,128.180895,37.933605,7575.195009600001,45.0,47.797,206.483,1.0
13.3,128.180821,37.933421,7592.7944664,46.193,48.388,207.681,1.0
13.4,128.180744,37.93324,7610.5585152,47.411,48.965,208.915,1.0
13.5,128.180665,37.933062,7628.481364800001,48.655,49.525,210.185,1.0
13.6,128.180584,37.932886,7646.557224000001,49.925,50.068,211.491,1.0
13.7,128.180501,37.932714,7664.779996800001,51.223,50.595,212.837,1.0
13.8,128.180416,37.932546,7683.1429776,52.55,51.105,214.224,1.0
13.9,128.180328,37.93238,7701.639765600001,53.909,51.599,215.653,1.0
14.0,128.180238,37.932218,7720.264264800001,55.3,52.075,217.126,1.0
14.1,128.180145,37.932058,7739.010074400001,56.723,52.532,218.644,1.0
14.2,128.180051,37.931903,7757.870184000001,58.18,52.97,220.207,1.0
14.3,128.179954,37.93175,7776.838192800001,59.672,53.389,221.815,1.0
14.4,128.179855,37.931601,7795.9070904,61.197,53.786,223.471,1.0
14.5,128.179753,37.931455,7815.0707808,62.757,54.16,225.172,1.0
14.6,128.17965,37.931313,7834.3222536,64.35,54.512,226.92,1.0
14.7,128.179544,37.931174,7853.6548032,65.977,54.838,228.714,1.0
14.8,128.179437,37.931039,7873.0611144,67.637,55.139,230.554,1.0
14.9,128.179327,37.930907,7892.5350912,69.328,55.413,232.437,1.0
15.0,128.179215,37.930779,7912.0691136000005,71.049,55.658,234.364,1.0
15.1,128.1791,37.930654,7931.6567808,72.799,55.874,236.332,1.0
15.2,128.178984,37.930533,7951.291082400001,74.576,56.059,238.34,1.0
15.3,128.178866,37.930416,7970.9643984,76.376,56.212,240.386,1.0
15.4,128.178746,37.930302,7990.670632800001,78.198,56.332,242.466,1.0
15.5,128.178624,37.930193,8010.401860800001,80.038,56.417,244.577,1.0
15.6,128.178499,37.930087,8030.1513768,81.894,56.466,246.718,1.0
15.7,128.178373,37.929984,8049.912170400001,83.761,56.48,248.884,1.0
15.8,128.178245,37.929886,8069.6769264,85.636,56.455,251.071,1.0
15.9,128.178116,37.929791,8089.437720000001,87.516,56.393,253.275,1.0
16.0,128.177984,37.9297,8109.1863216,89.401,56.292,255.496,1.0
16.1,128.177851,37.929613,8128.913282400001,91.293,56.152,257.731,1.0
