Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg),Health
0.0,128.181881,37.968239,7002.7287936,0.0,-0.08,179.999,1.0
0.1,128.181881,37.967969,7002.577308,-0.002,-0.201,179.999,1.0
0.2,128.181881,37.967698,7002.390770400001,-0.005,-0.316,179.999,1.0
0.3,128.181881,37.967428,7002.1670472000005,-0.007,-0.422,180.0,1.0
0.4,128.181881,37.967157,7001.905224000001,-0.01,-0.521,180.0,1.0
0.5,128.181881,37.966885,7001.6040816,-0.012,-0.614,180.0,1.0
0.6,128.181881,37.966614,7001.2624008,-0.014,-0.704,180.0,1.0
0.7,128.181881,37.966342,7000.8801816000005,-0.016,-0.791,180.0,1.0
0.8,128.181881,37.966069,7000.456509600001,-0.018,-0.876,180.001,1.0
0.9,128.181881,37.965797,6999.9916896,-0.02,-0.959,180.001,1.0
1.0,128.181881,37.965524,6999.4854168,-0.021,-1.04,180.001,1.0
1.1,128.181881,37.96525,6998.9373864,-0.023,-1.121,180.001,1.0
1.2,128.181881,37.964977,6998.3479032000005,-0.024,-1.2,180.002,1.0
1.3,128.18188,37.964703,6997.7163576,-0.026,-1.279,180.002,1.0
1.4,128.18188,37.964428,6997.0433592,-0.027,-1.357,180.002,1.0
1.5,128.18188,37.964153,6996.3282984,-0.028,-1.435,180.003,1.0
1.6,128.18188,37.963878,6995.5720896,-0.03,-1.512,180.003,1.0
1.7,128.18188,37.963603,6994.7738184,-0.031,-1.589,180.003,1.0
1.8,128.18188,37.963327,6993.9343992,-0.032,-1.665,180.003,1.0
1.9,128.18188,37.963051,6993.0532224,-0.033,-1.741,180.004,1.0
2.0,128.18188,37.962774,6992.130592800001,-0.034,-1.816,180.004,1.0
2.1,128.18188,37.962497,6991.166815200001,-0.035,-1.892,180.004,1.0
2.2,128.18188,37.96222,6990.1615848,-0.036,-1.966,180.005,1.0
2.3,128.18188,37.961942,6989.115206400001,-0.037,-2.04,180.005,1.0
2.4,128.18188,37.961664,6988.0279848,-0.039,-2.114,180.005,1.0
2.5,128.18188,37.961386,6986.899310400001,-0.04,-2.188,180.006,1.0
2.6,128.18188,37.961107,6985.730097600001,-0.041,-2.261,180.006,1.0
2.7,128.18188,37.960828,6984.519736800001,-0.042,-2.333,180.007,1.0
2.8,128.18188,37.960548,6983.268532800001,-0.043,-2.406,180.007,1.0
2.9,128.18188,37.960268,6981.9767904,-0.044,-2.477,180.007,1.0
3.0,128.18188,37.959988,6980.644509600001,-0.045,-2.549,180.008,1.0
3.1,128.181879,37.959707,6979.2716904,-0.046,-2.62,180.008,1.0
3.2,128.181879,37.959426,6977.8583328,-0.047,-2.691,180.008,1.0
3.3,128.181879,37.959144,6976.4047416,-0.048,-2.763,180.009,1.0
3.4,128.181879,37.958862,6974.9109168,-0.05,-2.834,180.009,1.0
3.5,128.181879,37.95858,6973.3765536,-0.051,-2.905,180.009,1.0
3.6,128.181879,37.958297,6971.8022616,-0.052,-2.976,180.01,1.0
3.7,128.181879,37.958013,6970.1874312,-0.053,-3.047,180.01,1.0
3.8,128.181879,37.95773,6968.532672,-0.054,-3.118,180.01,1.0
3.9,128.181879,37.957446,6966.837679200001,-0.056,-3.188,180.011,1.0
4.0,128.181879,37.957161,6965.1024528,-0.057,-3.258,180.011,1.0
4.1,128.181879,37.956876,6963.326992800001,-0.058,-3.328,180.011,1.0
4.2,128.181878,37.956591,6961.5112992,-0.06,-3.398,180.012,1.0
4.3,128.181878,37.956305,6959.6556768,-0.061,-3.467,180.012,1.0
4.4,128.181878,37.956019,6957.7598208,-0.062,-3.536,180.012,1.0
4.5,128.181878,37.955732,6955.824036,-0.064,-3.605,180.013,1.0
4.6,128.181878,37.955445,6953.8480176,-0.065,-3.674,180.013,1.0
4.7,128.181878,37.955157,6951.831765600001,-0.067,-3.743,180.013,1.0
4.8,128.181878,37.954869,6949.7755848,-0.068,-3.811,180.014,1.0
4.9,128.181878,37.954581,6947.6794752,-0.07,-3.879,180.014,1.0
5.0,128.181878,37.954292,6945.543132000001,-0.071,-3.946,180.014,1.0
5.1,128.181877,37.954002,6943.366860000001,-0.073,-4.013,180.015,1.0
5.2,128.181877,37.953712,6941.1506592000005,-0.075,-4.08,180.015,1.0
5.3,128.181877,37.953422,6938.8948344,-0.076,-4.146,180.015,1.0
5.4,128.181877,37.953131,6936.598776,-0.078,-4.211,180.015,1.0
5.5,128.181877,37.95284,6934.2633984,-0.08,-4.277,180.016,1.0
5.6,128.181877,37.952549,6931.888092000001,-0.081,-4.341,180.016,1.0
5.7,128.181877,37.952257,6929.4734664,-0.083,-4.406,180.016,1.0
5.8,128.181877,37.951964,6927.0192168,-0.085,-4.47,180.017,1.0
5.9,128.181877,37.951671,6924.525648,-0.087,-4.534,180.017,1.0
6.0,128.181876,37.951378,6921.992760000001,-0.089,-4.597,180.017,1.0
6.1,128.181876,37.951084,6919.4205528,-0.091,-4.661,180.018,1.0
6.2,128.181876,37.950789,6916.8093312,-0.092,-4.723,180.018,1.0
6.3,128.181876,37.950495,6914.159095200001,-0.094,-4.786,180.018,1.0
6.4,128.181876,37.950199,6911.470149600001,-0.096,-4.848,180.018,1.0
6.5,128.181876,37.949904,6908.7418848,-0.098,-4.91,180.019,1.0
