Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg),Health
0.0,128.18225,37.950162,8268.015772800001,0.664,0.121,90.074,1.0
0.1,128.182567,37.950162,8267.8959864,3.618,1.386,90.311,1.0
0.2,128.182884,37.950162,8267.703048,8.649,2.984,90.647,1.0
0.3,128.183201,37.950162,8267.5027944,15.426,5.037,91.208,1.0
0.4,128.183519,37.950161,8267.3558808,23.618,6.989,92.023,1.0
0.5,128.183837,37.95016,8267.2894344,32.946,7.814,92.719,1.0
0.6,128.184154,37.950158,8267.3086368,43.431,8.211,93.508,1.0
0.7,128.184472,37.950155,8267.4101352,55.128,8.767,94.878,1.0
0.8,128.18479,37.95015,8267.5853952,66.599,9.143,96.492,1.0
0.9,128.185107,37.950142,8267.832892800001,75.156,9.261,98.147,1.0
1.0,128.185424,37.950131,8268.1352544,81.264,9.102,99.831,1.0
1.1,128.18574,37.950116,8268.4647432,85.446,8.728,101.503,1.0
1.2,128.186055,37.950098,8268.78966,87.943,8.124,103.058,1.0
1.3,128.18637,37.950074,8269.0862304,89.037,7.385,104.473,1.0
1.4,128.186683,37.950047,8269.338604800001,88.918,6.602,105.942,1.0
1.5,128.186994,37.950016,8269.5406872,87.699,5.886,107.356,1.0
1.6,128.187304,37.94998,8269.6940016,85.485,5.36,108.682,1.0
1.7,128.187613,37.94994,8269.813178400002,82.359,5.113,109.919,1.0
1.8,128.18792,37.949896,8269.9299168,78.158,5.051,111.082,1.0
1.9,128.188225,37.949847,8270.0786592,72.791,5.106,112.187,1.0
2.0,128.188529,37.949793,8270.297200800002,67.474,5.246,113.254,1.0
2.1,128.188831,37.949736,8270.6007816,63.862,5.485,114.282,1.0
2.2,128.189131,37.949675,8271.025368,60.219,5.959,115.225,1.0
2.3,128.189429,37.949611,8271.5727888,58.46,6.484,116.154,1.0
2.4,128.189726,37.949544,8272.241215200002,57.422,7.028,117.056,1.0
2.5,128.190021,37.949474,8273.0160168,57.273,7.581,117.913,1.0
2.6,128.190315,37.949401,8273.9221872,56.416,8.203,118.679,1.0
2.7,128.190608,37.949325,8274.9505824,56.405,8.79,119.432,1.0
2.8,128.190899,37.949246,8276.126500800001,55.552,9.354,120.171,1.0
2.9,128.191188,37.949164,8277.435312,55.554,9.881,120.912,1.0
3.0,128.191476,37.94908,8278.900790400001,54.866,10.472,121.589,1.0
3.1,128.191762,37.948992,8280.5104392,54.907,10.96,122.329,1.0
3.2,128.192046,37.948902,8282.282851200001,54.243,11.496,123.027,1.0
3.3,128.192328,37.948809,8284.2037008,54.438,12.011,123.735,1.0
3.4,128.192608,37.948713,8286.2961528,53.827,12.518,124.446,1.0
3.5,128.192887,37.948615,8288.5400904,54.013,12.965,125.204,1.0
3.6,128.193162,37.948514,8290.9498392,53.534,13.49,125.917,1.0
3.7,128.193436,37.948411,8293.5113784,53.886,13.99,126.66,1.0
3.8,128.193707,37.948305,8296.2509208,53.431,14.478,127.404,1.0
3.9,128.193977,37.948197,8299.149568800001,53.794,14.926,128.177,1.0
4.0,128.194243,37.948086,8302.2265248,53.489,15.448,128.893,1.0
4.1,128.194508,37.947972,8305.4653296,53.959,15.92,129.65,1.0
4.2,128.19477,37.947857,8308.8842712,53.672,16.41,130.394,1.0
4.3,128.19503,37.947738,8312.4662808,54.179,16.866,131.169,1.0
4.4,128.195287,37.947618,8316.2259888,53.93,17.341,131.935,1.0
4.5,128.195541,37.947495,8320.128648,55.549,17.732,132.78,1.0
4.6,128.195794,37.94737,8324.1532272,58.394,18.075,133.643,1.0
4.7,128.196044,37.947243,8328.3256344,60.373,18.397,134.493,1.0
4.8,128.19629,37.947113,8332.6745208,60.308,18.78,135.312,1.0
4.9,128.196533,37.94698,8337.2303664,58.38,19.221,136.135,1.0
5.0,128.196771,37.946845,8342.003229599999,54.815,19.724,136.979,1.0
5.1,128.197006,37.946707,8347.00134,50.931,20.293,137.849,1.0
5.2,128.197236,37.946567,8352.204276,49.281,20.815,138.81,1.0
5.3,128.197464,37.946425,8357.580338400001,49.326,21.428,139.705,1.0
5.4,128.19769,37.946282,8363.1350136,49.583,22.102,140.523,1.0
5.5,128.197911,37.946137,8368.9021344,49.141,22.807,141.287,1.0
5.6,128.19813,37.94599,8374.863717600001,49.488,23.466,142.085,1.0
5.7,128.198346,37.945841,8381.042013600001,49.103,24.125,142.879,1.0
5.8,128.198558,37.945691,8387.4181248,49.459,24.714,143.74,1.0
5.9,128.198767,37.945539,8394.0234456,48.203,25.452,144.461,1.0
6.0,128.198971,37.945386,8400.9015624,46.277,26.183,145.212,1.0
6.1,128.199171,37.945231,8408.0366256,45.28,26.863,146.057,1.0
6.2,128.199368,37.945075,8415.453324,43.853,27.632,146.848,1.0
6.3,128.19956,37.944918,8423.131540800001,43.358,28.384,147.708,1.0
6.4,128.199749,37.944759,8431.090478400001,42.41,29.232,148.495,1.0
6.5,128.199933,37.9446,8439.3106296,42.391,30.092,149.311,1.0
6.6,128.200113,37.94444,8447.8175976,41.776,30.976,150.127,1.0
6.7,128.20029,37.94428,8456.5894368,42.009,31.83,151.01,1.0
6.8,128.200462,37.944118,8465.6547984,40.744,32.835,151.718,1.0
6.9,128.200629,37.943957,8475.029532,37.924,33.911,152.359,1.0
7.0,128.200793,37.943795,8484.714552000001,34.688,34.981,153.056,1.0
7.1,128.200952,37.943633,8494.6839504,32.678,36.073,153.755,1.0
7.2,128.201108,37.943471,8504.965464,30.45,37.244,154.348,1.0
7.3,128.20126,37.94331,8515.5411096,29.34,38.42,154.963,1.0
7.4,128.201408,37.943149,8526.4352712,27.932,39.656,155.467,1.0
7.5,128.201553,37.942989,8537.6220408,27.53,40.878,156.045,1.0
7.6,128.201694,37.942829,8549.1221448,26.755,42.141,156.548,1.0
7.7,128.201832,37.942671,8560.9108944,26.926,43.401,157.094,1.0
7.8,128.201965,37.942514,8573.0081016,26.647,44.659,157.613,1.0
7.9,128.202096,37.942358,8585.379019200001,27.209,45.846,158.262,1.0
8.0,128.202222,37.942203,8598.033096000001,27.341,47.034,158.813,1.0
8.1,128.202345,37.94205,8610.9584448,28.261,48.153,159.452,1.0
8.2,128.202464,37.941898,8624.168781600001,28.692,49.24,160.082,1.0
8.3,128.202579,37.941748,8637.6293592,29.859,50.274,160.81,1.0
8.4,128.20269,37.941599,8651.348712,30.513,51.286,161.543,1.0
8.5,128.202798,37.941452,8665.307332800001,31.84,52.246,162.375,1.0
8.6,128.202901,37.941307,8679.514670400002,32.625,53.187,163.219,1.0
8.7,128.203001,37.941163,8693.942378400001,34.035,54.091,164.146,1.0
8.8,128.203098,37.941021,8708.599296,34.876,54.992,165.068,1.0
8.9,128.20319,37.94088,8723.455248,36.283,55.851,166.103,1.0
9.0,128.203278,37.940741,8738.5071864,37.1,56.708,167.153,1.0
9.1,128.203363,37.940604,8753.714877600001,38.453,57.537,168.3,1.0
