Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg),Health
0.0,128.181881,37.92387,7000.2035256,0.39,0.167,359.998,1.0
0.1,128.181881,37.92414,7000.2733248,0.475,1.481,359.982,1.0
0.2,128.181881,37.92441,7000.4150568000005,-1.775,2.16,359.933,1.0
0.3,128.181881,37.92468,7000.6177488,-3.127,2.496,359.948,1.0
0.4,128.181881,37.92495,7000.8564072,-2.627,2.955,0.062,1.0
0.5,128.18188,37.92522,7001.155111200001,-1.313,3.075,0.148,1.0
0.6,128.18188,37.92549,7001.474236800001,1.125,1.77,0.222,1.0
0.7,128.18188,37.92576,7001.7464232,4.591,1.172,0.116,1.0
0.8,128.18188,37.926031,7001.996664,6.109,1.388,0.024,1.0
0.9,128.18188,37.926302,7002.187468800001,9.005,1.127,359.942,1.0
1.0,128.18188,37.926574,7002.3322488,10.242,-0.371,359.576,1.0
1.1,128.181881,37.926845,7002.4352712,10.666,-0.916,359.472,1.0
1.2,128.181881,37.927116,7002.4825152,10.85,-0.588,359.625,1.0
1.3,128.181881,37.927387,7002.496536000001,10.667,-0.247,359.763,1.0
1.4,128.181881,37.927658,7002.4962312,10.828,-0.233,359.835,1.0
1.5,128.181882,37.927929,7002.4175928,13.507,-1.115,359.648,1.0
1.6,128.181882,37.928199,7002.2715935999995,16.754,-1.074,359.678,1.0
1.7,128.181883,37.92847,7002.018,20.986,-1.02,359.749,1.0
1.8,128.181884,37.928742,7001.726916,23.087,-0.182,0.047,1.0
1.9,128.181885,37.929013,7001.4355272,24.604,0.384,0.272,1.0
2.0,128.181887,37.929284,7001.1895536,24.426,0.764,0.421,1.0
2.1,128.181889,37.929556,7001.033496000001,21.782,1.004,0.428,1.0
2.2,128.181893,37.929827,7000.9271208,19.717,0.98,0.453,1.0
2.3,128.181896,37.930098,7000.826232,19.915,1.064,0.524,1.0
2.4,128.181901,37.93037,7000.768320000001,19.875,1.24,0.579,1.0
2.5,128.181905,37.930641,7000.789960800001,18.163,1.451,0.675,1.0
2.6,128.181911,37.930913,7000.9560768,15.572,2.465,1.062,1.0
2.7,128.181917,37.931184,7001.2157664,16.353,2.442,1.212,1.0
2.8,128.181924,37.931455,7001.4992304,18.657,1.814,1.096,1.0
2.9,128.181931,37.931727,7001.829633600001,18.889,1.867,1.109,1.0
3.0,128.181939,37.931998,7002.1652184,20.155,1.928,1.241,1.0
3.1,128.181947,37.93227,7002.5385984,21.256,2.458,1.457,1.0
3.2,128.181956,37.932542,7003.0476144,20.165,4.014,2.033,1.0
3.3,128.181966,37.932813,7003.758408,18.149,4.781,2.291,1.0
3.4,128.181977,37.933084,7004.663359200001,18.131,5.466,2.539,1.0
3.5,128.181989,37.933354,7005.750276,17.166,5.026,2.443,1.0
3.6,128.182002,37.933625,7006.905468,17.271,3.008,1.897,1.0
3.7,128.182015,37.933896,7008.0679752,16.876,1.46,1.37,1.0
3.8,128.182028,37.934166,7009.2070128000005,15.851,2.043,1.547,1.0
3.9,128.182042,37.934437,7010.4021336000005,13.768,3.817,2.081,1.0
4.0,128.182056,37.934708,7011.701496000001,13.138,5.929,2.563,1.0
4.1,128.182071,37.934978,7013.178252000001,9.733,5.84,2.413,1.0
4.2,128.182086,37.935248,7014.8071032,3.797,3.464,1.925,1.0
4.3,128.182101,37.935518,7016.5033152000005,-2.388,1.811,1.782,1.0
4.4,128.182116,37.935788,7018.1775816,-5.024,2.226,1.796,1.0
4.5,128.182131,37.936057,7019.816796,-6.804,3.068,1.786,1.0
4.6,128.182146,37.936326,7021.4331504,-8.274,2.734,1.909,1.0
4.7,128.182161,37.936595,7023.0086616,-10.349,1.19,2.044,1.0
4.8,128.182176,37.936864,7024.5378432,-13.217,0.013,2.228,1.0
4.9,128.18219,37.937134,7025.9993592,-13.921,0.925,2.0,1.0
5.0,128.182204,37.937403,7027.4752008000005,-16.734,2.729,1.426,1.0
5.1,128.182217,37.937672,7028.9665872000005,-20.237,2.84,1.436,1.0
5.2,128.18223,37.93794,7030.4500488,-23.341,1.557,2.137,1.0
5.3,128.182244,37.938209,7031.8435944,-24.198,0.356,2.731,1.0
5.4,128.182256,37.938478,7033.186848,-27.789,0.605,2.402,1.0
5.5,128.182268,37.938747,7034.550218400001,-32.638,2.141,1.472,1.0
5.6,128.182279,37.939016,7035.960223200001,-36.403,3.668,0.409,1.0
5.7,128.182288,37.939284,7037.4948912,-42.306,4.741,359.401,1.0
5.8,128.182295,37.939553,7039.124656800001,-48.307,4.158,359.955,1.0
5.9,128.182301,37.939821,7040.761737600001,-52.202,2.834,1.462,1.0
6.0,128.182306,37.940089,7042.391808,-57.287,2.599,1.611,1.0
6.1,128.182309,37.940357,7043.984388000001,-60.544,3.377,0.288,1.0
6.2,128.182311,37.940625,7045.557460800001,-64.011,4.542,358.095,1.0
6.3,128.182311,37.940893,7047.1369343999995,-68.225,4.86,357.559,1.0
6.4,128.182309,37.941161,7048.693548,-70.413,4.107,359.378,1.0
6.5,128.182306,37.941429,7050.2093184000005,-75.695,3.366,0.823,1.0
6.6,128.182301,37.941696,7051.6693104000005,-84.142,3.251,0.345,1.0
6.7,128.182294,37.941963,7053.056150400001,-94.728,3.066,359.493,0.99899797035333
6.8,128.182285,37.94223,7054.3357008,-105.055,2.678,357.519,0.9982231038071783
6.9,128.182275,37.942496,7055.486016,-112.118,2.22,356.058,0.9982231038071783
7.0,128.182262,37.942762,7056.4775304,-119.038,2.548,356.989,0.9982231038071783
7.1,128.182248,37.943027,7057.3349328,-123.905,3.376,358.684,0.9982231038071783
7.2,128.182233,37.943292,7058.0545656,-130.058,3.391,359.021,0.9982231038071783
7.3,128.182218,37.943557,7058.6653848,-135.191,2.944,358.759,0.9982231038071783
7.4,128.182202,37.943821,7059.1067352,-142.875,1.663,357.92,0.9982231038071783
7.5,128.182185,37.944084,7059.2972352,-152.523,-0.777,356.454,0.9982231038071783
7.6,128.182166,37.944347,7059.1536744,-161.502,-3.442,355.199,0.9982231038071783
7.7,128.182147,37.94461,7058.656545600001,-165.679,-5.64,354.345,0.9982231038071783
7.8,128.182126,37.944873,7057.81926,-166.157,-7.615,353.686,0.9982231038071783
7.9,128.182105,37.945135,7056.648218400001,-164.627,-9.368,353.267,0.9982231038071783
8.0,128.182082,37.945396,7055.049237600001,-164.58,-11.028,353.087,0.9982231038071783
8.1,128.182058,37.945657,7052.920209600001,-167.213,-12.494,352.941,0.9982231038071783
8.2,128.182033,37.945916,7050.183715200001,-172.477,-13.883,352.893,0.9982231038071783
8.3,128.182007,37.946174,7046.8245144,-179.858,-15.296,353.13,0.9982231038071783
8.4,128.181982,37.94643,7042.857847200001,172.281,-16.731,353.456,0.9982231038071783
8.5,128.181957,37.946685,7038.360523200001,167.825,-18.167,353.845,0.9982231038071783
8.6,128.181932,37.94694,7033.410876,166.186,-19.537,354.425,0.9982231038071783
8.7,128.181908,37.947193,7028.0165256,165.461,-20.802,355.001,0.9982231038071783
8.8,128.181886,37.947445,7022.143944,165.258,-21.965,355.599,0.9982231038071783
8.9,128.181864,37.947696,7015.826964000001,166.257,-23.061,356.17,0.9982231038071783
9.0,128.181843,37.947945,7009.012550400001,166.263,-24.109,356.705,0.9982231038071783
9.1,128.181824,37.948193,7001.6860728,165.836,-25.141,357.268,0.9982231038071783
9.2,128.181806,37.948439,6993.8682576,165.944,-26.187,357.808,0.9982231038071783
9.3,128.181789,37.948684,6985.601472,166.767,-27.241,358.272,0.9982231038071783
9.4,128.181773,37.948927,6976.8488352,165.545,-28.273,358.76,0.9982231038071783
9.5,128.181758,37.949168,6967.6005936,164.009,-29.31,359.244,0.9982231038071783
9.6,128.181746,37.949407,6957.828400800001,161.682,-30.386,359.679,0.9982231038071783
9.7,128.181734,37.949645,6947.594436,160.806,-31.506,0.063,0.9982231038071783
9.8,128.181724,37.94988,6936.947772,160.974,-32.591,0.518,0.9982231038071783
9.9,128.181715,37.950114,6925.8594528,159.594,-33.615,1.055,0.9982231038071783
10.0,128.181708,37.950346,6914.335269600001,159.143,-34.65,1.51,0.9982231038071783
10.1,128.181702,37.950576,6902.3429136,158.659,-35.67,2.021,0.9982231038071783
10.2,128.181699,37.950803,6889.8741552,157.379,-36.653,2.71,0.9982231038071783
10.3,128.181697,37.951028,6876.9064392,154.838,-37.642,3.488,0.9982231038071783
10.4,128.181698,37.95125,6863.4973728,154.324,-38.716,4.131,0.9982231038071783
10.5,128.1817,37.95147,6849.6893232,155.015,-39.748,4.876,0.9982231038071783
10.6,128.181704,37.951687,6835.4429712,155.006,-40.762,5.617,0.9982231038071783
10.7,128.18171,37.951902,6820.7427720000005,153.941,-41.727,6.497,0.9982231038071783
10.8,128.181719,37.952114,6805.568304,151.248,-42.69,7.443,0.9982231038071783
10.9,128.18173,37.952322,6789.97626,149.706,-43.739,8.235,0.9982231038071783
11.0,128.181743,37.952529,6774.0035208,148.466,-44.778,9.058,0.9982231038071783
11.1,128.181758,37.952732,6757.6284456,146.033,-45.733,10.045,0.9982231038071783
11.2,128.181775,37.952933,6740.896754400001,145.548,-46.701,10.994,0.9982231038071783
11.3,128.181794,37.953131,6723.8154576,145.597,-47.592,12.065,0.9982231038071783
11.4,128.181816,37.953326,6706.3589520000005,144.348,-48.415,13.234,0.9982231038071783
11.5,128.18184,37.953519,6688.5528408,143.756,-49.296,14.279,0.9982231038071783
11.6,128.181866,37.953708,6670.3824936,141.463,-50.141,15.396,0.9982231038071783
11.7,128.181895,37.953894,6651.854311200001,138.952,-50.917,16.669,0.9982231038071783
11.8,128.181926,37.954077,6632.9588448,135.418,-51.647,18.067,0.9982231038071783
11.9,128.181961,37.954256,6613.7299272,132.72,-52.411,19.462,0.9982231038071783
12.0,128.181998,37.954431,6594.168777600001,128.672,-53.159,20.935,0.9982231038071783
12.1,128.182039,37.954604,6574.315324800001,126.464,-53.914,22.448,0.9982231038071783
12.2,128.182082,37.954773,6554.1957816,125.228,-54.53,24.141,0.9982231038071783
12.3,128.182128,37.95494,6533.8052712,122.485,-55.119,25.828,0.9982231038071783
12.4,128.182177,37.955103,6513.154156800001,120.135,-55.634,27.58,0.9982231038071783
12.5,128.18223,37.955263,6492.2345136,115.445,-55.931,29.548,0.9982231038071783
12.6,128.182286,37.955419,6471.064324800001,110.395,-56.325,31.471,0.9982231038071783
12.7,128.182347,37.955571,6449.678947200001,108.171,-56.784,33.427,0.9982231038071783
12.8,128.18241,37.955721,6428.0975832,108.001,-57.179,35.437,0.9982231038071783
12.9,128.182477,37.955867,6406.31688,108.763,-57.466,37.161,0.9982231038071783
13.0,128.182547,37.95601,6384.3334847999995,109.392,-57.73,38.604,0.9982231038071783
13.1,128.18262,37.95615,6362.1461784,108.595,-58.038,40.642,0.9982231038071783
13.2,128.182697,37.956285,6339.755265600001,105.766,-58.252,42.854,0.9982231038071783
13.3,128.182777,37.956416,6317.1823872,103.227,-58.581,45.039,0.9982231038071783
13.4,128.182861,37.956544,6294.426628800001,101.362,-58.894,47.231,0.9982231038071783
13.5,128.182947,37.956668,6271.4895144,100.556,-59.081,49.438,0.9982231038071783
13.6,128.183037,37.956788,6248.391160800001,99.296,-59.174,51.66,0.9982231038071783
13.7,128.183131,37.956903,6225.139492800001,95.259,-59.202,53.909,0.9982231038071783
13.8,128.183229,37.957014,6201.757065600001,89.852,-59.342,56.196,0.9982231038071783
13.9,128.18333,37.95712,6178.265520000001,85.323,-59.395,58.571,0.9982231038071783
14.0,128.183436,37.957222,6154.691068800001,80.57,-59.292,60.993,0.9982231038071783
14.1,128.183545,37.957319,6131.0452944,78.082,-59.176,63.439,0.9982231038071783
14.2,128.183658,37.957413,6107.3361216,76.225,-58.933,65.8,0.9982231038071783
